"ADDRESS","LATITUDE","LONGTITUDE","address","amenitiestype"
"300 TIONG BAHRU ROAD TIONG BAHRU MRT STATION (EW17) SINGAPORE 168731",1.28610253615775,103.827445112419,"Tiong Bahru MRT","mrt"
"920 TIONG BAHRU ROAD REDHILL MRT STATION (EW18) SINGAPORE 158792",1.28963453412887,103.81674097205,"Redhill MRT","mrt"
"301 COMMONWEALTH AVENUE QUEENSTOWN MRT STATION (EW19) SINGAPORE 149729",1.29455085184931,103.806077155982,"Queenstown MRT","mrt"
"375 COMMONWEALTH AVENUE COMMONWEALTH MRT STATION (EW20) SINGAPORE 149735",1.30250199924325,103.798228523336,"Commonwealth MRT","mrt"
"100 NORTH BUONA VISTA ROAD BUONA VISTA MRT STATION (EW21) SINGAPORE 139345",1.3072237082044,103.790253514502,"Buona Vista MRT","mrt"
"200 COMMONWEALTH AVENUE WEST DOVER MRT STATION (EW22) SINGAPORE 138677",1.31140529320963,103.778637841909,"Dover MRT","mrt"
"3150 COMMONWEALTH AVENUE WEST CLEMENTI MRT STATION (EW23) SINGAPORE 129580",1.31511625277378,103.765191452888,"Clementi MRT","mrt"
"151 BOON LAY WAY CHINESE GARDEN MRT STATION (EW25) SINGAPORE 609959",1.34235282081401,103.732596738363,"Chinese Garden MRT","mrt"
"201 BOON LAY WAY LAKESIDE MRT STATION (EW26) SINGAPORE 649845",1.34425911493819,103.720949087456,"Lakeside MRT","mrt"
"301 BOON LAY WAY BOON LAY MRT STATION (EW27) SINGAPORE 649846",1.33860405469845,103.706064622772,"Boon Lay MRT","mrt"
"31 JURONG WEST STREET 63 PIONEER MRT STATION (EW28) SINGAPORE 648310",1.33758701106708,103.697321608474,"Pioneer MRT","mrt"
"91 JOO KOON CIRCLE JOO KOON MRT STATION (EW29) SINGAPORE 629116",1.3277170408447,103.678374996165,"Joo Koon MRT","mrt"
"7A TUAS ROAD GUL CIRCLE MRT STATION (EW30) SINGAPORE 637288",1.31947090075208,103.660530461345,"Gul Circle MRT","mrt"
"90 PIONEER ROAD TUAS CRESCENT MRT STATION (EW31) SINGAPORE 639608",1.32102695598684,103.649078235627,"Tuas Crescent MRT","mrt"
"131 PIONEER ROAD TUAS WEST ROAD MRT STATION (EW32) SINGAPORE 639609",1.32998504653102,103.639616648771,"Tuas West Road MRT","mrt"
"20 TUAS WEST DRIVE TUAS LINK MRT STATION (EW33) SINGAPORE 638418",1.34088242451105,103.636991425128,"Tuas Link MRT","mrt"
"2 EXPO DRIVE EXPO MRT STATION (DT35) SINGAPORE 485985",1.33538252614956,103.962374747451,"Expo MRT","mrt"
"70 AIRPORT BOULEVARD CHANGI AIRPORT MRT STATION (CG2) SINGAPORE 819661",1.35747897447692,103.98788356959,"Changi Airport MRT","mrt"
"81 TELOK BLANGAH ROAD HARBOURFRONT MRT STATION (NE1 / CC29) SINGAPORE 098867",1.26538938374901,103.821530157095,"HarbourFront MRT","mrt"
"91 UPPER CROSS STREET CHINATOWN MRT STATION (DT19) SINGAPORE 058362",1.28422391919085,103.845143798953,"Chinatown MRT","mrt"
"10 EU TONG SEN STREET CLARKE QUAY MRT STATION (NE5) SINGAPORE 059815",1.28838602407588,103.846555209694,"Clarke Quay MRT","mrt"
"60 BUKIT TIMAH ROAD LITTLE INDIA MRT STATION (NE7) SINGAPORE 229900",1.30680019696174,103.849647059738,"Little India MRT","mrt"
"250 RACE COURSE ROAD FARRER PARK MRT STATION SINGAPORE 218703",1.31314029963164,103.854754721344,"Farrer Park MRT","mrt"
"900 SERANGOON ROAD BOON KENG MRT STATION (NE9) SINGAPORE 328260",1.31933570922514,103.861569454156,"Boon Keng MRT","mrt"
"55 UPPER SERANGOON ROAD POTONG PASIR MRT STATION (NE10) SINGAPORE 347694",1.33137949021368,103.869055656782,"Potong Pasir MRT","mrt"
"400 UPPER SERANGOON ROAD WOODLEIGH MRT STATION (NE11) SINGAPORE 347695",1.33919004519388,103.87081830915,"Woodleigh MRT","mrt"
"21 SERANGOON CENTRAL SERANGOON MRT STATION (CC13) SINGAPORE 556082",1.35063361526525,103.872771660431,"Serangoon MRT","mrt"
"900 UPPER SERANGOON ROAD KOVAN MRT STATION (NE13) SINGAPORE 534799",1.36017917065237,103.885064856353,"Kovan MRT","mrt"
"80 HOUGANG CENTRAL HOUGANG MRT STATION (NE14) SINGAPORE 538758",1.37129226620797,103.892380513029,"Hougang MRT","mrt"
"10 SENGKANG CENTRAL BUANGKOK MRT STATION (NE15) SINGAPORE 545061",1.38287001971672,103.893122569706,"Buangkok MRT","mrt"
"5 SENGKANG SQUARE SENGKANG MRT STATION (NE16) SINGAPORE 545062",1.39169462601522,103.895484694279,"Sengkang MRT","mrt"
"101 NEW PUNGGOL ROAD PUNGGOL COAST MRT STATION (NE18) SINGAPORE 828604",1.41492733388605,103.910166388177,"Punggol MRT","mrt"
"101 NEW PUNGGOL ROAD PUNGGOL COAST MRT STATION (NE18) SINGAPORE 828604",1.41492733388605,103.910166388177,"Punggol Coast MRT","mrt"
"65 BRAS BASAH ROAD BRAS BASAH MRT STATION (CC2) SINGAPORE 189561",1.29686168649656,103.850667371637,"Bras Basah MRT","mrt"
"90 BRAS BASAH ROAD ESPLANADE MRT STATION (CC3) SINGAPORE 189562",1.2936577245386,103.855081226245,"Esplanade MRT","mrt"
"2 TEMASEK AVENUE PROMENADE MRT STATION (CC4) SINGAPORE 039193",1.29399798636232,103.860350000188,"Promenade MRT","mrt"
"20 REPUBLIC AVENUE NICOLL HIGHWAY MRT STATION (CC5) SINGAPORE 038970",1.29976684675139,103.86363696572,"Nicoll Highway MRT","mrt"
"3 STADIUM WALK STADIUM MRT STATION (CC6) SINGAPORE 397692",1.3028124684707,103.875337711089,"Stadium MRT","mrt"
"301 MOUNTBATTEN ROAD MOUNTBATTEN MRT STATION (CC7) SINGAPORE 398006",1.30620190525331,103.882528081052,"Mountbatten MRT","mrt"
"201 OLD AIRPORT ROAD DAKOTA MRT STATION (CC8) SINGAPORE 397973",1.30854798388121,103.889064718377,"Dakota MRT","mrt"
"10 CIRCUIT LINK MACPHERSON MRT STATION (DT26) SINGAPORE 378956",1.32615024457361,103.889298600376,"MacPherson MRT","mrt"
"33 UPPER PAYA LEBAR ROAD TAI SENG MRT STATION (CC11) SINGAPORE 534803",1.33514150139202,103.888389300191,"Tai Seng MRT","mrt"
"90 BARTLEY ROAD BARTLEY MRT STATION (CC12) SINGAPORE 539788",1.34250117805245,103.880177899184,"Bartley MRT","mrt"
"150 SERANGOON AVENUE 3 LORONG CHUAN MRT STATION (CC14) SINGAPORE 554533",1.35161217074555,103.864151938651,"Lorong Chuan MRT","mrt"
"60 MARYMOUNT ROAD MARYMOUNT MRT STATION (CC16) SINGAPORE 573993",1.348707263451,103.839423132332,"Marymount MRT","mrt"
"1 TOA PAYOH LINK CALDECOTT MRT STATION (TE9) SINGAPORE 297608",1.33724561271722,103.840161782075,"Caldecott MRT","mrt"
"490 JALAN MASHHOR BUKIT BROWN MRT STATION (CC18) SINGAPORE 299176",1.33372888295973,103.830689549849,"Bukit Brown MRT","mrt"
"100 CLUNY PARK ROAD BOTANIC GARDENS MRT STATION SINGAPORE 257494",1.32238699517166,103.815385463093,"Botanic Gardens MRT","mrt"
"71 FARRER ROAD FARRER ROAD MRT STATION (CC20) SINGAPORE 268857",1.31743915158967,103.807379214161,"Farrer Road MRT","mrt"
"200 HOLLAND AVENUE HOLLAND VILLAGE MRT STATION (CC21) SINGAPORE 278995",1.31224029631595,103.796399122407,"Holland Village MRT","mrt"
"9 AYER RAJAH AVENUE ONE-NORTH MRT STATION (CC23) SINGAPORE 138647",1.29975987493555,103.78745750525,"one-north MRT","mrt"
"301 SOUTH BUONA VISTA ROAD KENT RIDGE MRT STATION (CC24) SINGAPORE 118177",1.29353349887123,103.784572738173,"Kent Ridge MRT","mrt"
"270 PASIR PANJANG ROAD HAW PAR VILLA MRT STATION (CC25) SINGAPORE 117396",1.28257135772488,103.781752725064,"Haw Par Villa MRT","mrt"
"119 PASIR PANJANG ROAD PASIR PANJANG MRT STATION (CC26) SINGAPORE 117424",1.27621352233766,103.791350313288,"Pasir Panjang MRT","mrt"
"701 TELOK BLANGAH ROAD LABRADOR PARK MRT STATION SINGAPORE 109029",1.27236838626952,103.803416232089,"Labrador Park MRT","mrt"
"463 TELOK BLANGAH ROAD TELOK BLANGAH MRT STATION (CC28) SINGAPORE 109028",1.27070647717762,103.809761611219,"Telok Blangah MRT","mrt"
"51 KEPPEL ROAD KEPPEL MRT STATION (CC30) SINGAPORE 099423",1.26977220124441,103.830031459524,"Keppel MRT","mrt"
"100 EVERTON ROAD CANTONMENT MRT STATION (CC31) SINGAPORE 089395",1.27287214563203,103.837062313764,"Cantonment MRT","mrt"
"80 SHENTON WAY PRINCE EDWARD ROAD MRT STATION (CC32) SINGAPORE 079122",1.27315693636085,103.847097123745,"Prince Edward Road MRT","mrt"
"11 BAYFRONT AVENUE BAYFRONT MRT STATION (DT16 / CE1) SINGAPORE 018957",1.28187378879209,103.859079764874,"Bayfront MRT","mrt"
"950 UPPER BUKIT TIMAH ROAD BUKIT PANJANG MRT STATION (DT1) SINGAPORE 678213",1.37900211641036,103.761535114929,"Bukit Panjang MRT","mrt"
"1 CASHEW ROAD CASHEW MRT STATION (DT2) SINGAPORE 679696",1.36981544925552,103.76443921414,"Cashew MRT","mrt"
"510 UPPER BUKIT TIMAH ROAD HILLVIEW MRT STATION (DT3) SINGAPORE 678211",1.36234486803558,103.767418254007,"Hillview MRT","mrt"
"101 UPPER BUKIT TIMAH ROAD BEAUTY WORLD MRT STATION (DT5) SINGAPORE 588216",1.34122317558549,103.775794285083,"Beauty World MRT","mrt"
"2 BLACKMORE DRIVE KING ALBERT PARK MRT STATION SINGAPORE 599987",1.335893496278,103.783235863233,"King Albert Park MRT","mrt"
"777 BUKIT TIMAH ROAD SIXTH AVENUE MRT STATION (DT7) SINGAPORE 269784",1.33085764536226,103.796906838288,"Sixth Avenue MRT","mrt"
"651 BUKIT TIMAH ROAD TAN KAH KEE MRT STATION (DT8) SINGAPORE 266268",1.32555623519898,103.807760304729,"Tan Kah Kee MRT","mrt"
"92 STEVENS ROAD STEVENS MRT STATION (DT10) SINGAPORE 257877",1.32006555750626,103.826024401924,"Stevens MRT","mrt"
"11 ROCHOR CANAL ROAD ROCHOR MRT STATION (DT13) SINGAPORE 188505",1.30385218527656,103.852769428884,"Rochor MRT","mrt"
"15 CENTRAL BOULEVARD DOWNTOWN MRT STATION (DT17) SINGAPORE 018969",1.27944638178916,103.852840829581,"Downtown MRT","mrt"
"7 CROSS STREET TELOK AYER MRT STATION (DT18) SINGAPORE 048416",1.28206894769394,103.848648781083,"Telok Ayer MRT","mrt"
"170 RIVER VALLEY ROAD FORT CANNING MRT STATION (DT20) SINGAPORE 179038",1.29248194822996,103.844331362465,"Fort Canning MRT","mrt"
"31 BENCOOLEN STREET BENCOOLEN MRT STATION (DT21) SINGAPORE 189658",1.29891843369422,103.850353762717,"Bencoolen MRT","mrt"
"90 JALAN BESAR JALAN BESAR MRT STATION (DT22) SINGAPORE 208826",1.3051713878069,103.855295713435,"Jalan Besar MRT","mrt"
"11 KALLANG BAHRU BENDEMEER MRT STATION (DT23) SINGAPORE 339356",1.31367252847691,103.862977620945,"Bendemeer MRT","mrt"
"541 KALLANG BAHRU GEYLANG BAHRU MRT STATION (DT24) SINGAPORE 339355",1.32130110228321,103.871622627142,"Geylang Bahru MRT","mrt"
"60 MERPATI ROAD MATTAR MRT STATION (DT25) SINGAPORE 379314",1.32687671501334,103.883247509542,"Mattar MRT","mrt"
"51 UBI AVENUE 2 UBI MRT STATION (DT27) SINGAPORE 408899",1.32997425973974,103.899226655439,"Ubi MRT","mrt"
"30 KAKI BUKIT AVENUE 1 KAKI BUKIT MRT STATION (DT28) SINGAPORE 415804",1.33496735995428,103.908459338046,"Kaki Bukit MRT","mrt"
"651 BEDOK NORTH ROAD BEDOK NORTH MRT STATION (DT29) SINGAPORE 479481",1.33474211664091,103.91797832995,"Bedok North MRT","mrt"
"371 BEDOK NORTH AVENUE 3 BEDOK RESERVOIR MRT STATION (DT30) SINGAPORE 469724",1.33660782955099,103.932234623286,"Bedok Reservoir MRT","mrt"
"2 TAMPINES AVENUE 4 TAMPINES WEST MRT STATION (DT31) SINGAPORE 529683",1.34551530560119,103.938436971222,"Tampines West MRT","mrt"
"20 TAMPINES AVENUE 7 TAMPINES EAST MRT STATION (DT33) SINGAPORE 529623",1.35619148271544,103.9546344625,"Tampines East MRT","mrt"
"690 UPPER CHANGI ROAD EAST UPPER CHANGI MRT STATION (DT34) SINGAPORE 485990",1.34173977444995,103.961472788634,"Upper Changi MRT","mrt"
"301 XILIN AVENUE XILIN MRT STATION (DT36) SINGAPORE 486800",1.32890694938858,103.964902569595,"Xilin MRT","mrt"
"3 BEDOK ROAD SUNGEI BEDOK MRT STATION (TE31 / DT37) SINGAPORE 469731",1.32040148729112,103.957183823478,"Sungei Bedok MRT","mrt"
"20 WOODLANDS NORTH COAST ROAD WOODLANDS NORTH MRT STATION (TE1) SINGAPORE 737668",1.44829245259621,103.785692682441,"Woodlands North MRT","mrt"
"30 WOODLANDS DRIVE 17 WOODLANDS SOUTH MRT STATION (TE3) SINGAPORE 737741",1.42739605281442,103.79326432221,"Woodlands South MRT","mrt"
"825 UPPER THOMSON ROAD SPRINGLEAF MRT STATION (TE4) SINGAPORE 787140",1.39758106126824,103.817856949947,"Springleaf MRT","mrt"
"1 LENTOR DRIVE LENTOR MRT STATION (TE5) SINGAPORE 789361",1.38550657972169,103.835743809669,"Lentor MRT","mrt"
"91 ANG MO KIO AVENUE 4 MAYFLOWER MRT STATION (TE6) SINGAPORE 569900",1.37146318831015,103.836567766945,"Mayflower MRT","mrt"
"100 SIN MING AVENUE BRIGHT HILL MRT STATION (TE7) SINGAPORE 575737",1.36328318545185,103.832893619992,"Bright Hill MRT","mrt"
"1 JALAN KELI UPPER THOMSON MRT STATION (TE8) SINGAPORE 577937",1.35441643365401,103.832898468504,"Upper Thomson MRT","mrt"
"14 DENHAM ROAD MOUNT PLEASANT MRT STATION (TE10) SINGAPORE 299781",1.32851795409255,103.834688253778,"Mount Pleasant MRT","mrt"
"2 NAPIER ROAD NAPIER MRT STATION (TE12) SINGAPORE 258511",1.30678307789908,103.818967003926,"Napier MRT","mrt"
"20 ORCHARD BOULEVARD ORCHARD BOULEVARD MRT STATION (TE13) SINGAPORE 248654",1.30242224836722,103.823868523249,"Orchard Boulevard MRT","mrt"
"351 RIVER VALLEY ROAD GREAT WORLD MRT STATION (TE15) SINGAPORE 238384",1.29394816169384,103.833720837731,"Great World MRT","mrt"
"110 ZION ROAD HAVELOCK MRT STATION (TE16) SINGAPORE 168604",1.28850523975311,103.833585838226,"Havelock MRT","mrt"
"321 SOUTH BRIDGE ROAD MAXWELL MRT STATION (TE18) SINGAPORE 058841",1.28053329842878,103.843883670633,"Maxwell MRT","mrt"
"2 PARK STREET SHENTON WAY MRT STATION (TE19) SINGAPORE 018928",1.2777168283425,103.850367596067,"Shenton Way MRT","mrt"
"61 MARINA MALL MARINA SOUTH MRT STATION (TE21) SINGAPORE 019397",1.27455475919137,103.863574321728,"Marina South MRT","mrt"
"11 MARINA MALL GARDENS BY THE BAY MRT STATION (TE22) SINGAPORE 019396",1.27848725876303,103.867454664421,"Gardens by the Bay MRT","mrt"
"2 TANJONG RHU PLACE TANJONG RHU MRT STATION (TE23) SINGAPORE 436488",1.29726507940646,103.873453254621,"Tanjong Rhu MRT","mrt"
"45 MEYER ROAD KATONG PARK MRT STATION (TE24) SINGAPORE 437870",1.29783147778951,103.886178949925,"Katong Park MRT","mrt"
"2 AMBER ROAD TANJONG KATONG MRT STATION (TE25) SINGAPORE 439846",1.29931925742524,103.897368742078,"Tanjong Katong MRT","mrt"
"101 MARINE PARADE ROAD MARINE PARADE MRT STATION (TE26) SINGAPORE 449971",1.30261163483383,103.904983086812,"Marine Parade MRT","mrt"
"304 MARINE PARADE ROAD MARINE TERRACE MRT STATION (TE27) SINGAPORE 449970",1.30666510344814,103.9151067005,"Marine Terrace MRT","mrt"
"1000 MARINE PARADE ROAD SIGLAP MRT STATION (TE28) SINGAPORE 449969",1.31000855143448,103.930025826702,"Siglap MRT","mrt"
"31 BAYSHORE ROAD BAYSHORE MRT STATION (TE29) SINGAPORE 469958",1.31312248299118,103.942307986645,"Bayshore MRT","mrt"
"620 UPPER EAST COAST ROAD BEDOK SOUTH MRT STATION (TE30) SINGAPORE 468324",1.31668400658419,103.94931120983,"Bedok South MRT","mrt"
"31 JURONG WEST STREET 63 OCBC PIONEER MRT STATION SINGAPORE 648310",1.33759355182117,103.697418455881,"Jurong West MRT","mrt"
"802 BUKIT BATOK WEST AVENUE 5 OCBC BUKIT GOMBAK MRT STATION SINGAPORE 659083",1.35866272149921,103.751913321513,"Bukit Batok West MRT","mrt"
"150 NORTH BRIDGE ROAD CITY HALL MRT STATION (EW13 / NS25) SINGAPORE 179100",1.29293672227779,103.852585580366,"MRT MRT","mrt"
"95 SENGKANG EAST AVENUE LRT DEPOT SINGAPORE 545051",1.38987312371034,103.883852884646,"LRT MRT","mrt"
"151 NEW BRIDGE ROAD UOB CHINATOWN NEL MRT STATION SINGAPORE 059443",1.28413805187231,103.843293088629,"NEL MRT","mrt"
"150 NORTH BUONA VISTA ROAD OCBC BUONA VISTA MRT STATION (CIRCLE LINE) SINGAPORE 139350",1.30663450459747,103.79070940498,"Circle Line MRT","mrt"
"7 CROSS STREET TELOK AYER MRT STATION (DT18) SINGAPORE 048416",1.28206894769394,103.848648781083,"TEL MRT","mrt"
"690 UPPER CHANGI ROAD EAST UPPER CHANGI MRT STATION (DT34) SINGAPORE 485990",1.34173977444995,103.961472788634,"Changi MRT","mrt"
"131 PIONEER ROAD TUAS WEST ROAD MRT STATION (EW32) SINGAPORE 639609",1.32998504653102,103.639616648771,"Tuas MRT","mrt"
"620 UPPER EAST COAST ROAD BEDOK SOUTH MRT STATION (TE30) SINGAPORE 468324",1.31668400658419,103.94931120983,"East Coast MRT","mrt"
"690 UPPER CHANGI ROAD EAST UPPER CHANGI MRT STATION (DT34) SINGAPORE 485990",1.34173977444995,103.961472788634,"Changi East MRT","mrt"
